u_cost_rel,u_consent_rel,u_content_rel,s_cost_rel,s_consent_rel,s_content_rel,score_default,score_binary_2c,score_binary_3c,score_562_2c,score_562_3c,score_532_2c,score_532_3c,score_524_2c,score_524_3c,score_564_2c,score_564_3c,consent_562_2c,consent_532_2c,consent_562_3c,consent_532_3c,cost_562,cost532,
0,0.2,0.8,0,0.5,0.5,1250,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0,0.2,0.8,0,0.6,0.4,1000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0,0.2,0.8,0,0.7,0.3,750,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0,0.2,0.8,0,0.8,0.2,500,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0,0.2,0.8,0,0.9,0.1,250,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0,0.2,0.8,0.1,0.1,0.8,2000,8000,9000,8000,9000,8000,9000,8000,9000,8000,9000,,,,,20,20,
0,0.2,0.8,0.1,0.2,0.7,1750,7200,8000,7224,8100,7216,8100,7200,8000,7224,8100,personalizedContent personalizedAds externalContent identification,personalizedAds externalContent,personalizedAds identification,personalizedAds,20,20,
0,0.2,0.8,0.1,0.3,0.6,1500,7200,8000,7200,8000,7200,8000,7200,8000,7200,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0,0.2,0.8,0.1,0.4,0.5,1250,7200,8000,7200,8000,7200,8000,7200,8000,7200,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0,0.2,0.8,0.1,0.5,0.4,1000,7200,8000,7200,8000,7200,8000,7200,8000,7200,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0,0.2,0.8,0.1,0.6,0.3,750,7200,8000,7200,8000,7200,8000,7200,8000,7200,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0,0.2,0.8,0.1,0.7,0.2,500,7200,8000,7200,8000,7200,8000,7200,8000,7200,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0,0.2,0.8,0.1,0.8,0.1,250,7200,8000,7200,8000,7200,8000,7200,8000,7200,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0,0.2,0.8,0.2,0.1,0.7,1750,7000,9000,7000,9000,7000,9000,7000,9000,7000,9000,,,,,20,20,
0,0.2,0.8,0.2,0.2,0.6,1500,6400,8000,6400,8100,6400,8100,6400,8000,6400,8100,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,personalizedAds identification,personalizedAds,20,20,
0,0.2,0.8,0.2,0.3,0.5,1250,6400,8000,6400,8000,6400,8000,6400,8000,6400,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0,0.2,0.8,0.2,0.4,0.4,1000,6400,8000,6400,8000,6400,8000,6400,8000,6400,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0,0.2,0.8,0.2,0.5,0.3,750,6400,8000,6400,8000,6400,8000,6400,8000,6400,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0,0.2,0.8,0.2,0.6,0.2,500,6400,8000,6400,8000,6400,8000,6400,8000,6400,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0,0.2,0.8,0.3,0.1,0.6,1500,6000,9000,6000,9000,6000,9000,6000,9000,6000,9000,,,,,20,20,
0,0.2,0.8,0.3,0.2,0.5,1250,5600,8000,5600,8100,5600,8100,5600,8000,5600,8100,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,personalizedAds identification,personalizedAds,20,20,
0,0.2,0.8,0.3,0.3,0.4,1000,5600,8000,5600,8000,5600,8000,5600,8000,5600,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0,0.2,0.8,0.3,0.4,0.3,750,5600,8000,5600,8000,5600,8000,5600,8000,5600,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0,0.2,0.8,0.3,0.5,0.2,500,5600,8000,5600,8000,5600,8000,5600,8000,5600,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0,0.2,0.8,0.4,0.1,0.5,1250,5000,9000,5000,9000,5000,9000,5000,9000,5000,9000,,,,,20,20,
0,0.2,0.8,0.4,0.2,0.4,1000,4800,8000,4800,8100,4800,8100,4800,8000,4800,8100,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,personalizedAds identification,personalizedAds,20,20,
0,0.2,0.8,0.4,0.3,0.3,750,4800,8000,4800,8000,4800,8000,4800,8000,4800,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0,0.2,0.8,0.4,0.4,0.2,500,4800,8000,4800,8000,4800,8000,4800,8000,4800,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0,0.2,0.8,0.4,0.5,0.1,250,4800,8000,4800,8000,4800,8000,4800,8000,4800,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0,0.2,0.8,0.5,0.1,0.4,1000,4000,9000,4050,9000,4050,9000,4000,9000,4050,9000,personalizedAds identification,personalizedAds,,,20,20,
0,0.2,0.8,0.5,0.2,0.3,750,4000,8000,4000,8100,4000,8100,4000,8000,4000,8100,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,personalizedAds identification,personalizedAds,20,20,
0,0.2,0.8,0.5,0.3,0.2,500,4000,8000,4000,8000,4000,8000,4000,8000,4000,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0,0.2,0.8,0.5,0.4,0.1,250,4000,8000,4000,8000,4000,8000,4000,8000,4000,8000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0,0.2,0.8,0.6,0.1,0.3,750,3200,9000,3200,9000,3200,9000,3200,9000,3200,9000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,,,20,20,
0,0.2,0.8,0.6,0.2,0.2,500,3200,8000,3200,8100,3200,8100,3200,8000,3200,8100,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,personalizedAds identification,personalizedAds,20,20,
0,0.2,0.8,0.7,0.1,0.2,500,2400,9000,2400,9000,2400,9000,2400,9000,2400,9000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,,,20,20,
0,0.2,0.8,0.8,0.1,0.1,250,1600,9000,1600,9000,1600,9000,1600,9000,1600,9000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,,,20,20,
0,0.3,0.7,0,0.1,0.9,2531,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,,,,,1,1,
0,0.3,0.7,0,0.2,0.8,2250,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,,,,,1,1,
0,0.3,0.7,0,0.3,0.7,1969,7000,7000,7225,7225,7225,7225,7000,7000,7225,7225,personalizedAds identification,personalizedAds,personalizedAds identification,personalizedAds,1,1,
0,0.3,0.7,0,0.4,0.6,1688,7000,7000,7008,7008,7008,7008,7000,7000,7008,7008,analytics personalizedContent personalizedAds externalContent identification,analytics personalizedAds,analytics personalizedContent personalizedAds externalContent identification,analytics personalizedAds,1,1,
0,0.3,0.7,0,0.5,0.5,1406,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0,0.3,0.7,0,0.6,0.4,1125,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0,0.3,0.7,0,0.7,0.3,844,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0,0.3,0.7,0,0.8,0.2,563,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0,0.3,0.7,0,0.9,0.1,281,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,1,1,
0,0.3,0.7,0.1,0.1,0.8,2250,8000,9000,8000,9000,8000,9000,8000,9000,8000,9000,,,,,20,20,
0,0.3,0.7,0.1,0.2,0.7,1969,7000,8000,7000,8000,7000,8000,7000,8000,7000,8000,,,,,20,20,
0,0.3,0.7,0.1,0.3,0.6,1688,6300,7000,6399,7225,6396,7225,6300,7000,6399,7225,personalizedContent personalizedAds externalContent identification,personalizedAds externalContent,personalizedAds identification,personalizedAds,20,20,
0,0.3,0.7,0.1,0.4,0.5,1406,6300,7000,6300,7008,6300,7008,6300,7000,6300,7008,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics personalizedContent personalizedAds externalContent identification,analytics personalizedAds,20,20,
0,0.3,0.7,0.1,0.5,0.4,1125,6300,7000,6300,7000,6300,7000,6300,7000,6300,7000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0,0.3,0.7,0.1,0.6,0.3,844,6300,7000,6300,7000,6300,7000,6300,7000,6300,7000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0,0.3,0.7,0.1,0.7,0.2,563,6300,7000,6300,7000,6300,7000,6300,7000,6300,7000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0,0.3,0.7,0.1,0.8,0.1,281,6300,7000,6300,7000,6300,7000,6300,7000,6300,7000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0,0.3,0.7,0.2,0.1,0.7,1969,7000,9000,7000,9000,7000,9000,7000,9000,7000,9000,,,,,20,20,
0,0.3,0.7,0.2,0.2,0.6,1688,6000,8000,6016,8000,6014,8000,6000,8000,6016,8000,externalContent identification,externalContent,,,20,20,
0,0.3,0.7,0.2,0.3,0.5,1406,5600,7000,5624,7225,5621,7225,5600,7000,5624,7225,marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds,personalizedAds identification,personalizedAds,20,20,
0,0.3,0.7,0.2,0.4,0.4,1125,5600,7000,5600,7008,5600,7008,5600,7000,5600,7008,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics personalizedContent personalizedAds externalContent identification,analytics personalizedAds,20,20,
0,0.3,0.7,0.2,0.5,0.3,844,5600,7000,5600,7000,5600,7000,5600,7000,5600,7000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0,0.3,0.7,0.2,0.6,0.2,563,5600,7000,5600,7000,5600,7000,5600,7000,5600,7000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0,0.3,0.7,0.3,0.1,0.6,1688,6000,9000,6000,9000,6000,9000,6000,9000,6000,9000,,,,,20,20,
0,0.3,0.7,0.3,0.2,0.5,1406,5000,8000,5104,8000,5104,8000,5000,8000,5104,8000,personalizedAds,analytics,,,20,20,
0,0.3,0.7,0.3,0.3,0.4,1125,4900,7000,4900,7225,4900,7225,4900,7000,4900,7225,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,personalizedAds identification,personalizedAds,20,20,
0,0.3,0.7,0.3,0.4,0.3,844,4900,7000,4900,7008,4900,7008,4900,7000,4900,7008,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics personalizedContent personalizedAds externalContent identification,analytics personalizedAds,20,20,
0,0.3,0.7,0.3,0.5,0.2,563,4900,7000,4900,7000,4900,7000,4900,7000,4900,7000,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,20,20,
0,0.3,0.7,0.4,0.1,0.5,1406,5000,9000,5000,9000,5000,9000,5000,9000,5000,9000,,,,,20,20,
0,0.3,0.7,0.4,0.2,0.4,1125,4200,8000,4266,8000,4264,8000,4200,8000,4266,8000,personalizedContent personalizedAds externalContent identification,personalizedAds externalContent,,,20,20,
0,0.3,0.7,0.4,0.3,0.3,844,4200,7000,4200,7225,4200,7225,4200,7000,4200,7225,analytics marketing personalizedContent personalizedAds externalContent identification,analytics personalizedAds externalContent,personalizedAds identification,personalizedAds,20,20,
